State,Sector,Indicator,Sub Indicator,Value
Mizoram,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,97
Mizoram,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,40.7
Mizoram,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,93.3
Mizoram,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,41.8
Mizoram,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,96.6
Nagaland,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,18.7
Nagaland,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,33
Nagaland,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,38
Nagaland,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,67
Nagaland,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,41.9
Nagaland,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,77
Nagaland,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,31.3
Nagaland,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,43.7
Nagaland,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,34.8
Nagaland,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,51.4
Odisha,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,6.2
Odisha,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,51.2
Odisha,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,22.5
Odisha,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,67.2
Odisha,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,22.9
Odisha,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,69.3
Odisha,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,16.8
Odisha,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,60.7
Odisha,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,17
Odisha,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,62.8
Puducherry,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,96.9
Puducherry,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,90.3
Puducherry,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,96.9
Puducherry,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,92.6
Puducherry,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,98.7
Puducherry,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,93.8
Puducherry,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,96.7
Puducherry,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,90.5
Puducherry,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,98.5
Puducherry,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,91.7
Punjab,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,62.1
Punjab,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,74.9
Punjab,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,91
Punjab,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,91.3
Punjab,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,93.5
Punjab,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,97.2
Punjab,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,83.7
Punjab,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,81.1
Punjab,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,86.1
Punjab,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,86.9
Rajasthan,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,30
Rajasthan,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,75.2
Rajasthan,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,41.7
Rajasthan,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,78.8
Rajasthan,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,48.8
Rajasthan,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,90.8
Rajasthan,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,35.9
Rajasthan,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,73.6
Rajasthan,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,42.7
Rajasthan,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,84.8
Sikkim,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,61.8
Sikkim,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,73.7
Sikkim,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,62.1
Sikkim,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,73.8
Sikkim,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,74.9
Sikkim,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,97.3
Sikkim,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,61.8
Sikkim,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,70.3
Sikkim,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,74.5
Sikkim,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,85.6
Tamil Nadu,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,32.2
Tamil Nadu,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,42
Tamil Nadu,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,38.8
Tamil Nadu,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,65
Tamil Nadu,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,41.1
Tamil Nadu,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,68
Tamil Nadu,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,34.3
Tamil Nadu,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,42.2
Tamil Nadu,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,36.5
Tamil Nadu,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,44.3
Telangana,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,59.9
Telangana,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,72.7
Telangana,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,66.8
Telangana,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,84.5
Telangana,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,69.1
Telangana,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,87
Telangana,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,58.6
Telangana,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,52.2
Telangana,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,60.7
Telangana,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,54.1
Tripura,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,14.5
Tripura,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,47
Tripura,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,59.7
Tripura,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,85.7
Tripura,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,60.7
Tripura,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,87.7
Tripura,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,36.1
Tripura,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,67.4
Tripura,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,36.4
Tripura,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,68.7
Uttarakhand,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,35.5
Uttarakhand,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,66.8
Uttarakhand,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,60.9
Uttarakhand,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,90
Uttarakhand,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,66.8
Uttarakhand,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,93.9
Uttarakhand,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,54.8
Uttarakhand,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,80.5
Uttarakhand,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,58.4
Uttarakhand,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,84
Uttar Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,3
Uttar Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,45.2
Uttar Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,72.2
Uttar Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,86.7
Uttar Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,73.4
Uttar Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,88.3
Uttar Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,59.1
Uttar Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,71.9
Uttar Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,60
Uttar Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,73.2
West Bengal,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,7.4
West Bengal,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,40.1
West Bengal,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,46.2
West Bengal,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,60.2
