State,Sector,Gender,Indicator,Migration Reason,Value
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,0.4
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,-
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,1.4
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,0.1
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,0.7
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,0.1
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0.9
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0.1
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0.4
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0.2
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,7.4
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,0
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,2.7
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,1.3
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,14.8
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,0
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,16.7
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,0.2
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,2.9
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,0.2
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,11.7
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,0.4
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,14.7
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,96.6
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,3.1
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,73.2
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,15.2
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,1.4
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,20.1
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,15.2
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",6.5
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",0.1
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",0.4
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",0.2
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,12.3
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,0.8
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,4.8
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,3.6
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,1.2
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,-
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,0.6
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,0.1
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,1.1
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,-
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,0.3
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,0
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,0
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,-
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,0.1
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,0
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",1.4
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.1
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.3
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.3
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,9.4
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,0.5
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,13.7
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,1.9
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,7.5
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,0
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,7.3
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,0.3
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,2.9
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,0
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,11.8
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,0.5
Madhya Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,3.5
Madhya Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,43.9
Madhya Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,16.8
Madhya Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,41.2
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,6.9
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,0.5
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,5.6
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,0.9
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,1.6
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,0
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,2.3
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,0
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,0.5
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,0.1
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,0.1
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,0.1
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0.7
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0.1
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0.3
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0.2
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,1.5
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,0.2
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,0.9
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,0.3
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,17.8
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,0.2
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,19.2
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,0.6
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,13.1
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,0.4
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,26.6
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,2.2
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,5.3
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,88.9
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,1.2
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,67.7
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,20.8
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,7.2
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,23.4
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,23.5
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",1.2
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",0
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",0.3
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",0.1
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,6.2
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,1.1
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,2
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,1.6
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,2.5
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,0.1
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,0.7
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,0.1
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,2.5
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,0.1
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,1.6
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,0.1
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,0.1
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,0
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,0
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,-
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.1
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.1
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.3
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.1
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,9.5
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,0.9
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,4.4
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,2
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,6
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,0.1
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,5.7
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,0.2
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,3.6
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,0.1
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,5.3
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,0.3
Maharashtra,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,10.2
Maharashtra,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,56
Maharashtra,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,29.4
Maharashtra,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,52.1
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,2.7
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,1.6
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,-
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,-
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,-
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,-
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,-
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,26.3
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,18.6
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,29
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,28.9
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,-
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,-
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,-
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,-
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,18.8
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,-
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,38.4
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,-
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,-
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,69.6
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,57.1
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,37
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,31.7
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,-
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,-
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,-
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,-
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,-
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,-
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",-
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",-
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,1.4
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,2.6
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,26.6
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,1.3
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,0.9
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,1
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,-
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,-
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,6.5
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,-
Manipur,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,0.1
Manipur,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,0.2
Manipur,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,0.2
Manipur,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,0.2
